,ID,Location,SearchType,PropertyType,TITLE,AGENT_ID,AGENT_BRANCH,AGENT_NAME,AGENT_SELLER_TYPE,BATHROOMS,BEDROOMS,BER,CATEGORY,MONTHLY_PRICE,PRICE,LATITUDE,LONGITUDE,PUBLISH_DATE,BATHROOM,BEDROOM
22,5287150,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"7.25 Acres at Ballymacaquim West, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,,,SI_666,Commercial,149000,"€149,000",52.37675362913174,-9.727561880738762,2023-09-04 09:26:15.091000,,
23,4627591,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"Ballinclogher, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,,,SI_666,Commercial,279000,"€279,000",52.38518851223512,-9.688104299871014,2023-09-04 09:26:15.088000,,
24,5377883,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"Rathkenny, Abbeydorney, Co. Kerry",9299,McQuinn Property Services,Eamonn McQuinn,UNBRANDED_AGENT,,,SI_666,Commercial,Price on Application,Price on Application,52.33667991196893,-9.719076959503269,2023-08-31 07:56:30.965000,,
25,3480362,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"Knockbrack, Kilflynn, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,,,SI_666,Commercial,260000,"€260,000",52.3501409366123,-9.6242725382026,2023-08-23 14:01:31.119000,,
26,4744446,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.DEVELOPMENT_LAND,"Land At, Killahan, Abbeydorney, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Paul Stephenson,BRANDED_AGENT,,,,Commercial,160000,"€160,000",52.381446,-9.697913,2023-09-07 10:06:45.707000,,
27,3950957,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Tralee, Co. Kerry",7217,Five Star International,Five Star International,BRANDED_AGENT,1 Bath,1 Bed,,Holiday Homes,1744,€407 per week,52.36349355,-9.69964027,2023-09-07 03:03:23.923000,,
28,4693979,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Bridge Road, Abbeydorney, Co. Kerry",10140,Hosting Power / hostingpower.ie,Booking Adviser,UNBRANDED_AGENT,,Double Room,SI_666,Share,514,€120 per week,52.34060225690402,-9.701711549874915,2023-08-28 13:10:28.264000,,
29,48907,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Ref. 2273 Aras Ui Dhuill, Killahan, Abbeydorney, Tralee, Co. Kerry",8370,Hogans Irish Cottages,Hogans Irish Cottages,BRANDED_AGENT,1 Bath,1 Bed,,Holiday Homes,197,€46 per week,52.373036,-9.720097,2023-09-02 23:20:44.640000,,
30,5385687,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Leith East, Tralee, Co. Kerry",6843,Gary O'Driscoll & Co Ltd,Gary O'Driscoll  B.Sc. MIPAV MCEI,UNBRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-09-07 08:18:39,,
31,5385397,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Leith East, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-08-23 11:43:59,,
32,5352366,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Lacka More, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,2 Bath,5 Bed,C1,Buy,335000,"€335,000",52.323491,-9.648714,2023-08-14 08:58:16,,
33,5347807,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Aghabeg Middle, Lixnaw, Co. Kerry",2690,Dillon Prendiville Auctioneers,Denise Kelliher,UNBRANDED_AGENT,2 Bath,3 Bed,G,Buy,199000,"€199,000",52.397588,-9.686527,2023-09-04 09:25:53,,
34,4627427,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Derryvrin, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,3 Bath,4 Bed,B3,Buy,342000,"€342,000",52.377594,-9.668155,2023-09-04 09:25:53,,
35,3753149,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Tubrid More, Ardfert, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,2 Bath,3 Bed,E1,Buy,220000,"€220,000",52.321348,-9.74999,2023-04-03 09:46:44,,
36,5385687,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Leith East, Tralee, Co. Kerry",6843,Gary O'Driscoll & Co Ltd,Gary O'Driscoll  B.Sc. MIPAV MCEI,UNBRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-09-07 08:18:39,,
37,5385397,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Leith East, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,5 Bath,6 Bed,B3,Buy,495000,"€495,000",52.318023,-9.647175,2023-08-23 11:43:59,,
38,5352366,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Lacka More, Tralee, Co. Kerry",3961,DNG WH Giles Property Management & Sales,Daire McCann BSc Est.Mgt MIPAV,BRANDED_AGENT,2 Bath,5 Bed,C1,Buy,335000,"€335,000",52.323491,-9.648714,2023-08-14 08:58:16,,
39,5347807,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Aghabeg Middle, Lixnaw, Co. Kerry",2690,Dillon Prendiville Auctioneers,Denise Kelliher,UNBRANDED_AGENT,2 Bath,3 Bed,G,Buy,199000,"€199,000",52.397588,-9.686527,2023-09-04 09:25:53,,
40,4627427,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Derryvrin, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,3 Bath,4 Bed,B3,Buy,342000,"€342,000",52.377594,-9.668155,2023-09-04 09:25:53,,
41,3753149,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Tubrid More, Ardfert, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,2 Bath,3 Bed,E1,Buy,220000,"€220,000",52.321348,-9.74999,2023-04-03 09:46:44,,
42,4663370,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.BUNGALOW,"Kilgulbin, Ardfert, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,1 Bath,3 Bed,E1,Buy,190000,"€190,000",52.344444,-9.734269,2023-04-05 16:10:32,,
43,4255184,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.SITE,"Aghabeg Middle, Lixnaw, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Hilary Stephenson – PSRA No. 002275-005434,BRANDED_AGENT,,,,Buy,35000,"€35,000",52.396785,-9.693257,2023-09-07 10:05:35,,
44,3283640,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.SITE,"Rathkenny, Abbeydorney, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Paul Stephenson,BRANDED_AGENT,,,,Buy,55000,"€55,000",52.323548,-9.719825,2023-09-07 10:05:35,,
45,1191441,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.RETAIL_UNIT,"Twomey's Tavern, Abbeydorney, Tralee, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Paul Stephenson,BRANDED_AGENT,,,,Commercial,Price on Application,Price on Application,52.346933,-9.687716,2023-09-07 10:06:45.494000,,
46,3570599,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.INDUSTRIAL_UNIT,"Clough, Doon, Tralee, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,,,SI_666,Commercial,200000,"€200,000",52.312256,-9.724505,2023-08-31 14:27:11.827000,,
47,5403522,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"Lackamore, Abbeydorney, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,,,SI_666,Commercial,Price on Application,Price on Application,52.3317849,-9.6602897,2023-09-05 14:48:06.844000,,
48,5287150,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"7.25 Acres at Ballymacaquim West, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,,,SI_666,Commercial,149000,"€149,000",52.37675362913174,-9.727561880738762,2023-09-04 09:26:15.091000,,
49,4627591,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"Ballinclogher, Abbeydorney, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,,,SI_666,Commercial,279000,"€279,000",52.38518851223512,-9.688104299871014,2023-09-04 09:26:15.088000,,
50,5377883,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"Rathkenny, Abbeydorney, Co. Kerry",9299,McQuinn Property Services,Eamonn McQuinn,UNBRANDED_AGENT,,,SI_666,Commercial,Price on Application,Price on Application,52.33667991196893,-9.719076959503269,2023-08-31 07:56:30.965000,,
51,3480362,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"Knockbrack, Kilflynn, Co. Kerry",4335,Ger Carmody Auctioneers,Ger Carmody,UNBRANDED_AGENT,,,SI_666,Commercial,260000,"€260,000",52.3501409366123,-9.6242725382026,2023-08-23 14:01:31.119000,,
52,4744446,Location.ABBEYDORNEY_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DEVELOPMENT_LAND,"Land At, Killahan, Abbeydorney, Co. Kerry",2692,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,Paul Stephenson,BRANDED_AGENT,,,,Commercial,160000,"€160,000",52.381446,-9.697913,2023-09-07 10:06:45.707000,,
53,4693979,Location.ABBEYDORNEY_KERRY,SearchType.SHARING,PropertyType.HOUSE,"Bridge Road, Abbeydorney, Co. Kerry",10140,Hosting Power / hostingpower.ie,Booking Adviser,UNBRANDED_AGENT,,Double Room,SI_666,Share,514,€120 per week,52.34060225690402,-9.701711549874915,2023-08-28 13:10:28.264000,,
54,4693979,Location.ABBEYDORNEY_KERRY,SearchType.STUDENT_ACCOMMODATION,PropertyType.HOUSE,"Bridge Road, Abbeydorney, Co. Kerry",10140,Hosting Power / hostingpower.ie,Booking Adviser,UNBRANDED_AGENT,,Double Room,SI_666,Share,514,€120 per week,52.34060225690402,-9.701711549874915,2023-08-28 13:10:28.264000,,
55,5386061,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Coolaneelig, Abbeyfeale, Co. Kerry",10939,Online Estate Agent.ie,Johnathan Jordan,UNBRANDED_AGENT,3 Bath,4 Bed,D2,Buy,Price on Application,Price on Application,52.395358,-9.328932,2023-09-05 08:06:30,,
56,5379516,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Port, Abbeyfeale, Co. Limerick",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,1 Bath,3 Bed,D1,Buy,250000,"€250,000",52.422602,-9.319409,2023-08-15 17:00:06,,
57,5296044,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Knockmeal, Abbeyfeale, Co. Limerick",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,,2 Bed,G,Buy,69000,"€69,000",52.38256,-9.368653,2023-09-07 10:02:13,,
58,4047871,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Foildarrig, Duagh, Co. Kerry",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,2 Bath,3 Bed,G,Buy,330000,"€330,000",52.411952,-9.375565,2023-09-07 10:02:13,,
59,5386061,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Coolaneelig, Abbeyfeale, Co. Kerry",10939,Online Estate Agent.ie,Johnathan Jordan,UNBRANDED_AGENT,3 Bath,4 Bed,D2,Buy,Price on Application,Price on Application,52.395358,-9.328932,2023-09-05 08:06:30,,
60,5379516,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Port, Abbeyfeale, Co. Limerick",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,1 Bath,3 Bed,D1,Buy,250000,"€250,000",52.422602,-9.319409,2023-08-15 17:00:06,,
61,5296044,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Knockmeal, Abbeyfeale, Co. Limerick",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,,2 Bed,G,Buy,69000,"€69,000",52.38256,-9.368653,2023-09-07 10:02:13,,
62,4047871,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.DETACHED_HOUSE,"Foildarrig, Duagh, Co. Kerry",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,2 Bath,3 Bed,G,Buy,330000,"€330,000",52.411952,-9.375565,2023-09-07 10:02:13,,
63,5389991,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Trieneragh, Duagh, Listowel, Co. Kerry",1204,Horgan Properties,Mary Horgan,UNBRANDED_AGENT,3 Bath,3 Bed,,Buy,Price on Application,Price on Application,52.4147893,-9.3901918,2023-09-05 11:07:42,,
64,5345916,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Ballymacjordan, Abbeyfeale, Co. Kerry",1091,Jerry Flynn & Co.,Jerry Flynn & Associates,UNBRANDED_AGENT,2 Bath,4 Bed,C2,Buy,250000,"€250,000",52.391221,-9.317199,2023-08-25 10:59:59,,
65,5315874,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Springmount, Duagh, Duagh, Co. Kerry",2690,Dillon Prendiville Auctioneers,Tom Dillon B.SC PV&M Assoc. MIPAV,UNBRANDED_AGENT,1 Bath,3 Bed,C1,Buy,289000,"€289,000",52.415286,-9.38546,2023-09-04 09:25:53,,
66,4669852,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Ahane, Knocknagoshel, Tralee, Co. Kerry",1091,Jerry Flynn & Co.,Jerry Flynn & Associates,UNBRANDED_AGENT,1 Bath,2 Bed,SI_666,Buy,65000,"€65,000",52.36191707746946,-9.355152817997663,2023-06-21 08:15:05,,
67,4669832,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.BUNGALOW,"Ahane, Knocknagoshel, Co. Kerry",1091,Jerry Flynn & Co.,Jerry Flynn & Associates,UNBRANDED_AGENT,1 Bath,2 Bed,SI_666,Buy,65000,"€65,000",52.362253,-9.356003,2023-06-21 08:16:58,,
68,4726492,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.SITE,"Ballynagraigue, Abbeyfeale, Co. Limerick",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,,,,Buy,50000,"€50,000",52.37637518532688,-9.330105802571808,2023-07-04 08:41:00,,
69,4726486,Location.ABBEYFEALE_KERRY,SearchType.RESIDENTIAL_SALE,PropertyType.SITE,"Ballynagraigue, Duagh, Co. Kerry",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,,,,Buy,50000,"€50,000",52.37611674597528,-9.33308684133604,2023-07-04 08:41:00,,
70,4029220,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_SALE,PropertyType.AGRICULTURAL_LAND,"Shanbally, Abbeyfeale, Co. Limerick",2762,Sherry FitzGerald Stack,Maurice Stack,BRANDED_AGENT,,,,Commercial,230000,"€230,000",52.381873,-9.318906,2023-09-07 10:06:17.425000,,
71,5386061,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Coolaneelig, Abbeyfeale, Co. Kerry",10939,Online Estate Agent.ie,Johnathan Jordan,UNBRANDED_AGENT,3 Bath,4 Bed,D2,Buy,Price on Application,Price on Application,52.395358,-9.328932,2023-09-05 08:06:30,,
72,5379516,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Port, Abbeyfeale, Co. Limerick",1985,DNG Declan Woulfe,Declan Woulfe,UNBRANDED_AGENT,1 Bath,3 Bed,D1,Buy,250000,"€250,000",52.422602,-9.319409,2023-08-15 17:00:06,,
73,5296044,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Knockmeal, Abbeyfeale, Co. Limerick",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,,2 Bed,G,Buy,69000,"€69,000",52.38256,-9.368653,2023-09-07 10:02:13,,
74,4047871,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.HOUSE,"Foildarrig, Duagh, Co. Kerry",2762,Sherry FitzGerald Stack,Paul Stack,BRANDED_AGENT,2 Bath,3 Bed,G,Buy,330000,"€330,000",52.411952,-9.375565,2023-09-07 10:02:13,,
75,5386061,Location.ABBEYFEALE_KERRY,SearchType.COMMERCIAL_RENT,PropertyType.DETACHED_HOUSE,"Coolaneelig, Abbeyfeale, Co. Kerry",10939,Online Estate Agent.ie,Johnathan Jordan,UNBRANDED_AGENT,3 Bath,4 Bed,D2,Buy,Price on Application,Price on Application,52.395358,-9.328932,2023-09-05 08:06:30,,
